0.0500	22.7500	0.0538
0.1500	22.7500	0.1258
0.2500	22.7500	0.2469
0.3500	22.7500	0.6112
0.4500	22.7500	1.1434
0.5500	22.7500	1.9740
0.6500	22.7500	3.3045
0.7500	22.7500	4.7478
0.8500	22.7500	6.3345
0.9500	22.7500	7.2578
1.0500	22.7500	8.3253
1.1500	22.7500	9.4395
1.2500	22.7500	10.4725
1.3500	22.7500	11.2003
1.4500	22.7500	11.6559
1.5500	22.7500	12.1037
1.6500	22.7500	12.1505
1.7500	22.7500	11.8338
1.8500	22.7500	11.1190
1.9500	22.7500	10.6021
2.0500	22.7500	9.5385
2.1500	22.7500	8.7700
2.2500	22.7500	7.9886
2.3500	22.7500	7.1650
2.4500	22.7500	6.1987
2.5500	22.7500	5.2608
2.6500	22.7500	4.4203
2.7500	22.7500	3.5921
2.8500	22.7500	3.2899
2.9500	22.7500	2.5898
3.0500	22.7500	2.1726
3.1500	22.7500	1.6948
3.2500	22.7500	1.3973
3.3500	22.7500	1.0759
3.4500	22.7500	0.7155
3.5500	22.7500	0.5161
3.6500	22.7500	0.4049
3.7500	22.7500	0.3505
3.8500	22.7500	0.2868
3.9500	22.7500	0.2185
4.0500	22.7500	0.1449
4.1500	22.7500	0.0843
4.2500	22.7500	0.0820
4.3500	22.7500	0.0368
4.4500	22.7500	0.0207
