# zbin_center  rmag_bin_center  target_density
2.450000 25.150000 0.000000
2.450000 25.250000 0.000000
2.450000 25.350000 0.000000
2.450000 25.450000 0.000000
2.450000 25.550000 0.000000
2.450000 25.650000 0.000000
2.450000 25.750000 0.000000
2.450000 25.850000 0.000000
2.450000 25.950000 0.000000
2.450000 26.050000 0.000000
2.450000 26.150000 0.000000
2.450000 26.250000 0.000000
2.450000 26.350000 0.000000
2.450000 26.450000 0.000000
2.450000 26.550000 0.000000
2.450000 26.650000 0.000000
2.450000 26.750000 0.000000
2.550000 21.750000 0.112803
2.550000 21.850000 0.000000
2.550000 21.950000 0.000000
2.550000 22.050000 0.000000
2.550000 22.150000 0.000000
2.550000 22.250000 0.000000
2.550000 22.350000 0.000000
2.550000 22.450000 0.564013
2.550000 22.550000 0.112803
2.550000 22.650000 0.112803
2.550000 22.750000 0.112803
2.550000 22.850000 0.225605
2.550000 22.950000 0.112803
2.550000 23.050000 0.338408
2.550000 23.150000 0.564013
2.550000 23.250000 0.225605
2.550000 23.350000 0.676816
2.550000 23.450000 1.240829
2.550000 23.550000 1.240829
2.550000 23.650000 1.128027
2.550000 23.750000 2.707264
2.550000 23.850000 1.240829
2.550000 23.950000 2.481659
2.550000 24.050000 2.481659
2.550000 24.150000 1.692040
2.550000 24.250000 1.692040
2.550000 24.350000 0.902421
2.550000 24.450000 0.789619
2.550000 24.550000 0.225605
2.550000 24.650000 0.112803
2.550000 24.750000 0.000000
2.550000 24.850000 0.000000
2.550000 24.950000 0.000000
2.550000 25.050000 0.000000
2.550000 25.150000 0.112803
2.550000 25.250000 0.000000
2.550000 25.350000 0.112803
2.550000 25.450000 0.112803
2.550000 25.550000 0.000000
2.550000 25.650000 0.000000
2.550000 25.750000 0.112803
2.550000 25.850000 0.000000
2.550000 25.950000 0.000000
2.550000 26.050000 0.000000
2.550000 26.150000 0.000000
2.550000 26.250000 0.000000
2.550000 26.350000 0.000000
2.550000 26.450000 0.000000
2.550000 26.550000 0.000000
2.550000 26.650000 0.000000
2.550000 26.750000 0.000000
2.650000 21.750000 0.000000
2.650000 21.850000 0.000000
2.650000 21.950000 0.000000
2.650000 22.050000 0.000000
2.650000 22.150000 0.000000
2.650000 22.250000 0.000000
2.650000 22.350000 0.000000
2.650000 22.450000 0.451211
2.650000 22.550000 0.000000
2.650000 22.650000 0.112803
2.650000 22.750000 0.000000
2.650000 22.850000 0.112803
2.650000 22.950000 0.338408
2.650000 23.050000 0.225605
2.650000 23.150000 1.128027
2.650000 23.250000 0.676816
2.650000 23.350000 0.902421
2.650000 23.450000 1.015224
2.650000 23.550000 1.579237
2.650000 23.650000 2.256053
2.650000 23.750000 2.143251
2.650000 23.850000 2.820067
2.650000 23.950000 3.045672
2.650000 24.050000 4.286501
2.650000 24.150000 3.158474
2.650000 24.250000 2.932869
2.650000 24.350000 2.030448
2.650000 24.450000 2.030448
2.650000 24.550000 0.451211
2.650000 24.650000 0.225605
2.650000 24.750000 0.000000
2.650000 24.850000 0.000000
2.650000 24.950000 0.000000
2.650000 25.050000 0.000000
2.650000 25.150000 0.000000
2.650000 25.250000 0.000000
2.650000 25.350000 0.000000
2.650000 25.450000 0.112803
2.650000 25.550000 0.112803
2.650000 25.650000 0.000000
2.650000 25.750000 0.000000
2.650000 25.850000 0.112803
2.650000 25.950000 0.000000
2.650000 26.050000 0.000000
2.650000 26.150000 0.000000
2.650000 26.250000 0.000000
2.650000 26.350000 0.000000
2.650000 26.450000 0.000000
2.650000 26.550000 0.000000
2.650000 26.650000 0.000000
2.650000 26.750000 0.000000
2.750000 21.750000 0.000000
2.750000 21.850000 0.000000
2.750000 21.950000 0.000000
2.750000 22.050000 0.000000
2.750000 22.150000 0.000000
2.750000 22.250000 0.000000
2.750000 22.350000 0.112803
2.750000 22.450000 1.015224
2.750000 22.550000 0.000000
2.750000 22.650000 0.112803
2.750000 22.750000 0.225605
2.750000 22.850000 0.225605
2.750000 22.950000 0.338408
2.750000 23.050000 0.789619
2.750000 23.150000 1.353632
2.750000 23.250000 1.579237
2.750000 23.350000 1.692040
2.750000 23.450000 2.481659
2.750000 23.550000 3.496882
2.750000 23.650000 4.963317
2.750000 23.750000 3.948093
2.750000 23.850000 5.301725
2.750000 23.950000 5.978541
2.750000 24.050000 7.557778
2.750000 24.150000 5.076120
2.750000 24.250000 2.932869
2.750000 24.350000 4.737712
2.750000 24.450000 2.143251
2.750000 24.550000 1.128027
2.750000 24.650000 1.015224
2.750000 24.750000 0.789619
2.750000 24.850000 0.789619
2.750000 24.950000 0.902421
2.750000 25.050000 0.451211
2.750000 25.150000 0.564013
2.750000 25.250000 0.676816
2.750000 25.350000 0.564013
2.750000 25.450000 0.676816
2.750000 25.550000 0.225605
2.750000 25.650000 0.451211
2.750000 25.750000 0.112803
2.750000 25.850000 0.000000
2.750000 25.950000 0.000000
2.750000 26.050000 0.112803
2.750000 26.150000 0.000000
2.750000 26.250000 0.225605
2.750000 26.350000 0.000000
2.750000 26.450000 0.000000
2.750000 26.550000 0.000000
2.750000 26.650000 0.000000
2.750000 26.750000 0.000000
2.850000 21.750000 0.000000
2.850000 21.850000 0.000000
2.850000 21.950000 0.000000
2.850000 22.050000 0.000000
2.850000 22.150000 0.000000
2.850000 22.250000 0.000000
2.850000 22.350000 0.000000
2.850000 22.450000 0.789619
2.850000 22.550000 0.112803
2.850000 22.650000 0.225605
2.850000 22.750000 0.112803
2.850000 22.850000 0.112803
2.850000 22.950000 0.676816
2.850000 23.050000 0.902421
2.850000 23.150000 0.451211
2.850000 23.250000 1.353632
2.850000 23.350000 2.481659
2.850000 23.450000 3.609685
2.850000 23.550000 2.594461
2.850000 23.650000 3.384080
2.850000 23.750000 4.173698
2.850000 23.850000 5.527330
2.850000 23.950000 6.204146
2.850000 24.050000 6.429752
2.850000 24.150000 6.542554
2.850000 24.250000 3.045672
2.850000 24.350000 4.963317
2.850000 24.450000 3.045672
2.850000 24.550000 0.676816
2.850000 24.650000 0.338408
2.850000 24.750000 0.451211
2.850000 24.850000 0.451211
2.850000 24.950000 0.225605
2.850000 25.050000 0.564013
2.850000 25.150000 1.015224
2.850000 25.250000 0.225605
2.850000 25.350000 0.789619
2.850000 25.450000 0.112803
2.850000 25.550000 0.000000
2.850000 25.650000 0.000000
2.850000 25.750000 0.000000
2.850000 25.850000 0.112803
2.850000 25.950000 0.000000
2.850000 26.050000 0.000000
2.850000 26.150000 0.000000
2.850000 26.250000 0.000000
2.850000 26.350000 0.000000
2.850000 26.450000 0.000000
2.850000 26.550000 0.000000
2.850000 26.650000 0.000000
2.850000 26.750000 0.000000
2.950000 21.750000 0.000000
2.950000 21.850000 0.000000
2.950000 21.950000 0.000000
2.950000 22.050000 0.000000
2.950000 22.150000 0.000000
2.950000 22.250000 0.000000
2.950000 22.350000 0.000000
2.950000 22.450000 0.789619
2.950000 22.550000 0.000000
2.950000 22.650000 0.000000
2.950000 22.750000 0.112803
2.950000 22.850000 0.112803
2.950000 22.950000 0.676816
2.950000 23.050000 0.564013
2.950000 23.150000 0.902421
2.950000 23.250000 1.128027
2.950000 23.350000 2.256053
2.950000 23.450000 2.143251
2.950000 23.550000 3.045672
2.950000 23.650000 4.399304
2.950000 23.750000 5.301725
2.950000 23.850000 5.414528
2.950000 23.950000 7.106568
2.950000 24.050000 7.219370
2.950000 24.150000 6.993765
2.950000 24.250000 5.076120
2.950000 24.350000 3.609685
2.950000 24.450000 3.271277
2.950000 24.550000 1.128027
2.950000 24.650000 0.564013
2.950000 24.750000 0.676816
2.950000 24.850000 0.902421
2.950000 24.950000 0.338408
2.950000 25.050000 0.789619
2.950000 25.150000 0.225605
2.950000 25.250000 0.902421
2.950000 25.350000 0.225605
2.950000 25.450000 0.225605
2.950000 25.550000 0.000000
2.950000 25.650000 0.225605
2.950000 25.750000 0.225605
2.950000 25.850000 0.000000
2.950000 25.950000 0.000000
2.950000 26.050000 0.000000
2.950000 26.150000 0.000000
2.950000 26.250000 0.000000
2.950000 26.350000 0.000000
2.950000 26.450000 0.000000
2.950000 26.550000 0.000000
2.950000 26.650000 0.000000
2.950000 26.750000 0.000000
3.050000 21.750000 0.000000
3.050000 21.850000 0.000000
3.050000 21.950000 0.000000
3.050000 22.050000 0.000000
3.050000 22.150000 0.000000
3.050000 22.250000 0.000000
3.050000 22.350000 0.000000
3.050000 22.450000 1.015224
3.050000 22.550000 0.000000
3.050000 22.650000 0.000000
3.050000 22.750000 0.000000
3.050000 22.850000 0.225605
3.050000 22.950000 0.225605
3.050000 23.050000 0.451211
3.050000 23.150000 0.789619
3.050000 23.250000 1.015224
3.050000 23.350000 1.692040
3.050000 23.450000 2.256053
3.050000 23.550000 2.481659
3.050000 23.650000 3.158474
3.050000 23.750000 4.286501
3.050000 23.850000 4.512106
3.050000 23.950000 6.655357
3.050000 24.050000 4.963317
3.050000 24.150000 6.768160
3.050000 24.250000 3.384080
3.050000 24.350000 2.030448
3.050000 24.450000 3.384080
3.050000 24.550000 0.902421
3.050000 24.650000 0.789619
3.050000 24.750000 0.902421
3.050000 24.850000 0.789619
3.050000 24.950000 0.789619
3.050000 25.050000 0.112803
3.050000 25.150000 0.338408
3.050000 25.250000 0.338408
3.050000 25.350000 0.225605
3.050000 25.450000 0.225605
3.050000 25.550000 0.112803
3.050000 25.650000 0.112803
3.050000 25.750000 0.112803
3.050000 25.850000 0.112803
3.050000 25.950000 0.000000
3.050000 26.050000 0.000000
3.050000 26.150000 0.000000
3.050000 26.250000 0.000000
3.050000 26.350000 0.000000
3.050000 26.450000 0.000000
3.050000 26.550000 0.000000
3.050000 26.650000 0.000000
3.050000 26.750000 0.000000
3.150000 21.750000 0.000000
3.150000 21.850000 0.000000
3.150000 21.950000 0.000000
3.150000 22.050000 0.000000
3.150000 22.150000 0.000000
3.150000 22.250000 0.000000
3.150000 22.350000 0.112803
3.150000 22.450000 0.451211
3.150000 22.550000 0.225605
3.150000 22.650000 0.112803
3.150000 22.750000 0.225605
3.150000 22.850000 0.000000
3.150000 22.950000 0.451211
3.150000 23.050000 0.564013
3.150000 23.150000 0.338408
3.150000 23.250000 0.564013
3.150000 23.350000 1.015224
3.150000 23.450000 1.804843
3.150000 23.550000 1.240829
3.150000 23.650000 3.271277
3.150000 23.750000 3.496882
3.150000 23.850000 3.158474
3.150000 23.950000 3.384080
3.150000 24.050000 3.835290
3.150000 24.150000 5.076120
3.150000 24.250000 3.384080
3.150000 24.350000 3.609685
3.150000 24.450000 2.594461
3.150000 24.550000 1.015224
3.150000 24.650000 0.451211
3.150000 24.750000 0.112803
3.150000 24.850000 0.338408
3.150000 24.950000 0.564013
3.150000 25.050000 0.902421
3.150000 25.150000 0.451211
3.150000 25.250000 0.451211
3.150000 25.350000 0.451211
3.150000 25.450000 0.338408
3.150000 25.550000 0.112803
3.150000 25.650000 0.000000
3.150000 25.750000 0.112803
3.150000 25.850000 0.112803
3.150000 25.950000 0.112803
3.150000 26.050000 0.000000
3.150000 26.150000 0.112803
3.150000 26.250000 0.000000
3.150000 26.350000 0.112803
3.150000 26.450000 0.000000
3.150000 26.550000 0.000000
3.150000 26.650000 0.000000
3.150000 26.750000 0.000000
3.250000 21.750000 0.000000
3.250000 21.850000 0.000000
3.250000 21.950000 0.000000
3.250000 22.050000 0.000000
3.250000 22.150000 0.000000
3.250000 22.250000 0.000000
3.250000 22.350000 0.000000
3.250000 22.450000 0.338408
3.250000 22.550000 0.112803
3.250000 22.650000 0.112803
3.250000 22.750000 0.112803
3.250000 22.850000 0.225605
3.250000 22.950000 0.225605
3.250000 23.050000 0.451211
3.250000 23.150000 0.225605
3.250000 23.250000 0.225605
3.250000 23.350000 0.902421
3.250000 23.450000 1.579237
3.250000 23.550000 1.353632
3.250000 23.650000 3.045672
3.250000 23.750000 1.804843
3.250000 23.850000 2.256053
3.250000 23.950000 2.368856
3.250000 24.050000 2.481659
3.250000 24.150000 3.496882
3.250000 24.250000 2.256053
3.250000 24.350000 2.368856
3.250000 24.450000 2.594461
3.250000 24.550000 0.225605
3.250000 24.650000 0.338408
3.250000 24.750000 0.338408
3.250000 24.850000 0.112803
3.250000 24.950000 0.338408
3.250000 25.050000 0.112803
3.250000 25.150000 0.451211
3.250000 25.250000 0.564013
3.250000 25.350000 0.676816
3.250000 25.450000 0.000000
3.250000 25.550000 0.000000
3.250000 25.650000 0.112803
3.250000 25.750000 0.112803
3.250000 25.850000 0.000000
3.250000 25.950000 0.000000
3.250000 26.050000 0.112803
3.250000 26.150000 0.000000
3.250000 26.250000 0.000000
3.250000 26.350000 0.000000
3.250000 26.450000 0.000000
3.250000 26.550000 0.000000
3.250000 26.650000 0.000000
3.250000 26.750000 0.225605
3.350000 21.750000 0.000000
3.350000 21.850000 0.000000
3.350000 21.950000 0.000000
3.350000 22.050000 0.000000
3.350000 22.150000 0.000000
3.350000 22.250000 0.000000
3.350000 22.350000 0.000000
3.350000 22.450000 0.789619
3.350000 22.550000 0.000000
3.350000 22.650000 0.000000
3.350000 22.750000 0.225605
3.350000 22.850000 0.338408
3.350000 22.950000 0.000000
3.350000 23.050000 0.338408
3.350000 23.150000 0.338408
3.350000 23.250000 0.676816
3.350000 23.350000 0.564013
3.350000 23.450000 0.451211
3.350000 23.550000 0.902421
3.350000 23.650000 1.466435
3.350000 23.750000 2.143251
3.350000 23.850000 2.256053
3.350000 23.950000 2.030448
3.350000 24.050000 2.368856
3.350000 24.150000 1.917645
3.350000 24.250000 1.466435
3.350000 24.350000 2.143251
3.350000 24.450000 1.579237
3.350000 24.550000 0.225605
3.350000 24.650000 0.564013
3.350000 24.750000 0.338408
3.350000 24.850000 0.451211
3.350000 24.950000 0.338408
3.350000 25.050000 0.338408
3.350000 25.150000 0.225605
3.350000 25.250000 0.225605
3.350000 25.350000 0.338408
3.350000 25.450000 0.225605
3.350000 25.550000 0.225605
3.350000 25.650000 0.112803
3.350000 25.750000 0.451211
3.350000 25.850000 0.225605
3.350000 25.950000 0.112803
3.350000 26.050000 0.225605
3.350000 26.150000 0.000000
3.350000 26.250000 0.112803
3.350000 26.350000 0.112803
3.350000 26.450000 0.000000
3.350000 26.550000 0.000000
3.350000 26.650000 0.000000
3.350000 26.750000 0.000000
3.450000 21.750000 0.000000
3.450000 21.850000 0.000000
3.450000 21.950000 0.000000
3.450000 22.050000 0.000000
3.450000 22.150000 0.000000
3.450000 22.250000 0.000000
3.450000 22.350000 0.000000
3.450000 22.450000 0.112803
3.450000 22.550000 0.000000
3.450000 22.650000 0.225605
3.450000 22.750000 0.000000
3.450000 22.850000 0.000000
3.450000 22.950000 0.112803
3.450000 23.050000 0.451211
3.450000 23.150000 0.112803
3.450000 23.250000 0.451211
3.450000 23.350000 0.338408
3.450000 23.450000 0.451211
3.450000 23.550000 0.789619
3.450000 23.650000 0.112803
3.450000 23.750000 1.240829
3.450000 23.850000 1.015224
3.450000 23.950000 1.240829
3.450000 24.050000 0.676816
3.450000 24.150000 1.240829
3.450000 24.250000 1.015224
3.450000 24.350000 0.902421
3.450000 24.450000 1.579237
3.450000 24.550000 0.112803
3.450000 24.650000 0.225605
3.450000 24.750000 0.225605
3.450000 24.850000 0.000000
3.450000 24.950000 0.000000
3.450000 25.050000 0.000000
3.450000 25.150000 0.000000
3.450000 25.250000 0.000000
3.450000 25.350000 0.000000
3.450000 25.450000 0.000000
3.450000 25.550000 0.112803
3.450000 25.650000 0.000000
3.450000 25.750000 0.000000
3.450000 25.850000 0.112803
3.450000 25.950000 0.000000
3.450000 26.050000 0.000000
3.450000 26.150000 0.000000
3.450000 26.250000 0.000000
3.450000 26.350000 0.000000
3.450000 26.450000 0.000000
3.450000 26.550000 0.000000
3.450000 26.650000 0.000000
3.450000 26.750000 0.000000
3.550000 21.750000 0.000000
3.550000 21.850000 0.000000
3.550000 21.950000 0.000000
3.550000 22.050000 0.000000
3.550000 22.150000 0.000000
3.550000 22.250000 0.000000
3.550000 22.350000 0.000000
3.550000 22.450000 0.000000
3.550000 22.550000 0.000000
3.550000 22.650000 0.000000
3.550000 22.750000 0.112803
3.550000 22.850000 0.000000
3.550000 22.950000 0.000000
3.550000 23.050000 0.000000
3.550000 23.150000 0.000000
3.550000 23.250000 0.112803
3.550000 23.350000 0.000000
3.550000 23.450000 0.000000
3.550000 23.550000 0.225605
3.550000 23.650000 0.000000
3.550000 23.750000 0.000000
3.550000 23.850000 0.112803
3.550000 23.950000 0.000000
3.550000 24.050000 0.000000
3.550000 24.150000 0.112803
3.550000 24.250000 0.000000
3.550000 24.350000 0.000000
3.550000 24.450000 0.000000
3.550000 24.550000 0.000000
3.550000 24.650000 0.000000
3.550000 24.750000 0.000000
3.550000 24.850000 0.000000
3.550000 24.950000 0.000000
3.550000 25.050000 0.000000
3.550000 25.150000 0.000000
3.550000 25.250000 0.000000
3.550000 25.350000 0.000000
3.550000 25.450000 0.000000
3.550000 25.550000 0.000000
3.550000 25.650000 0.000000
3.550000 25.750000 0.000000
3.550000 25.850000 0.000000
3.550000 25.950000 0.000000
3.550000 26.050000 0.000000
3.550000 26.150000 0.000000
3.550000 26.250000 0.000000
3.550000 26.350000 0.000000
3.550000 26.450000 0.000000
3.550000 26.550000 0.000000
3.550000 26.650000 0.000000
3.550000 26.750000 0.000000
